X1,X2,X3,Target
8445.571172615835,-0.050476864030376656,90.09903480717927,0
-4371.072247474038,-0.03767800146540609,38.12348392210612,0
952.4499740788792,-0.06813217117972187,123.12547989415923,1
-4863.485339126895,-0.03920827887240241,74.35342019885994,0
2548.778726699303,-0.05023410191036097,110.78967841911584,1
2909.0808869164066,-0.0310417481268416,29.88294307504802,0
-3127.7381340449483,-0.037467663488714845,-32.6626428821273,1
6086.915691813708,-0.05830923536163354,88.22847199743764,0
11560.851324136227,-0.0611369051308169,53.96694032066232,0
-3096.3675613293917,-0.05353347044628247,-55.62694774746657,0
-2119.780021846307,-0.06151215298737772,20.33123089117199,0
-3447.7232679997032,-0.06059824873901862,-73.68939946376717,0
12972.883741447997,-0.047910622924893474,-41.49067445713929,0
13577.563669914718,-0.04831649204728312,-66.64829374115202,0
5497.536799240259,-0.04439429837942701,85.13163272928213,1
11698.377033812205,-0.0598947107939047,118.65470255505679,0
4324.762694196845,-0.05943635320580512,34.87568356321438,1
2546.675744907936,-0.06185086608067222,108.092499795969,1
13783.548457706234,-0.036500256296989816,11.557867038221413,0
9322.259038445338,-0.03594624037312858,-59.19066293773314,0
3199.170722841089,-0.04433719596906146,120.29026444337202,0
9105.767184937144,-0.04453519589154166,-33.922657826670985,0
861.302258677807,-0.06359959703873988,-14.213359243276756,0
9370.127595556529,-0.03168080004243657,-71.84355592936642,1
1251.8891549919185,-0.06804349252095845,99.95417849066624,1
8875.157989656003,-0.03693765904115404,108.66962974170049,1
-1937.6309040440547,-0.05119885516980409,34.25372707410419,1
5325.058166133658,-0.04118329769051601,89.50502980136392,1
-294.66921144254866,-0.06577839963802473,47.776008365817766,1
-126.8739193966685,-0.036922141541174076,18.105843013116175,1
8820.597572968529,-0.05580787942828763,-54.30673389016181,1
977.5879719048562,-0.06347164494123181,-28.435171076650413,0
5888.348254490048,-0.05580355133039681,73.92945039915745,0
7963.176407941284,-0.03919849477826078,83.06635128240069,1
5531.726780819961,-0.05974829479406892,124.07297612171931,0
-2867.532602363347,-0.053402348633543525,-44.07597337017381,0
5141.590329552905,-0.037724935446438713,19.95251255393007,0
3682.836004403427,-0.056731860651174415,-59.65032321690829,0
9484.508698986185,-0.03994585154191226,48.00788204212818,1
13043.588217996205,-0.06467455758257816,-34.86814841614774,1
11964.653710656954,-0.043555320274209865,28.287306535223465,1
10451.610406499189,-0.03894307634723794,35.972799162039706,1
8790.632068158659,-0.06003450631357874,65.67297055514598,0
2989.208157246808,-0.04528364402522135,45.15722439506442,0
7214.866961257489,-0.04187626690154243,-59.62221929679097,0
-762.8424302803214,-0.05806195299224858,118.2141073793692,1
8152.3128818148825,-0.0630367590866064,61.35171102444923,0
11821.258028351933,-0.03399770659208043,-33.406023657097485,0
13951.092077365964,-0.06072954991409951,-44.24506128037858,1
7615.32446579269,-0.06853722429361207,84.1771800714971,0
-2143.919994672452,-0.06654035912116876,88.79569736040912,1
14265.396892882454,-0.039559200118161865,88.89135509981374,1
13737.720663589707,-0.053446370897668904,-11.22044341822992,1
9145.658079252125,-0.044885582561258276,62.00411002429873,1
9262.595790515456,-0.04139977460568499,-30.59907537049031,0
-3335.9207080004344,-0.0499839933376095,113.02052050374762,0
9689.405177512035,-0.0634210251960973,-61.69864491796429,1
6661.1929399332475,-0.0466684228154328,59.872935255721174,0
-153.06852606901157,-0.05203507603447747,64.80652517216646,1
-1827.9334591860706,-0.0625085601581172,12.765204147622299,0
9.823591746582679,-0.033220127183881086,-37.019900001283034,0
2994.1961401394246,-0.03730119124265908,-67.31914796663689,1
8362.332120571671,-0.06943829876868143,110.63332510649444,0
-2716.0401408796033,-0.06392503022913153,46.72500498178738,0
11945.125569082546,-0.05254511499467195,18.07722400734264,1
11726.35146597645,-0.04961415377350007,17.13347819078912,0
872.7336252424257,-0.05550313331542038,-9.420728561115268,0
6376.851758304745,-0.03872120034809551,69.39282977773044,0
8573.057356291865,-0.03285921415432831,98.4222483055341,1
13495.592710911913,-0.06831804220546407,3.763742284347906,1
6669.660221574932,-0.0515254180589311,60.87026636581998,1
14748.31564671344,-0.06385821521430526,-8.360887946972099,1
14062.50459011373,-0.05292626864876003,8.415816722993299,1
12424.212867522729,-0.06833101950290679,-51.095950362260695,1
-2466.1716002236053,-0.030419639949173894,-57.12263957907162,1
3049.4568903341856,-0.03435476072257081,1.8474841321683968,1
-4523.930376236061,-0.053224083473041396,-58.24031395934888,0
6820.913601750632,-0.05129587794949024,-3.7253832634672754,0
11984.191481269048,-0.03358581736561013,24.071765126515565,0
3950.9007983933398,-0.033299779127490034,100.70284876264064,0
11933.470590192117,-0.04422121724209804,31.366222919749465,1
14297.274039624344,-0.0583109273814187,-13.78845277113119,1
-2971.3762067315,-0.05387047977360466,28.67621013159505,1
-2921.4069762420377,-0.05661843661738758,9.48631511755682,0
14787.669887717067,-0.030916182327939124,-51.863759255059676,1
3232.80479550206,-0.03857316437314999,47.85242159378371,0
9109.908253124682,-0.03568653489012531,-3.7736894615698837,0
9006.275798684366,-0.044410598229067316,-61.85252471355372,0
8294.956835080677,-0.06796046413898947,-29.052475243343444,1
-2793.4335652913032,-0.060728370459543296,115.15546565662447,1
12213.83800717421,-0.05828655210510249,115.69560794762378,0
-2573.1167982173765,-0.06277846969903289,15.923761934619884,0
-3904.673865137145,-0.05356334719781568,38.986015149473175,1
10573.5129145046,-0.03940089290480742,124.87385750762647,1
5579.660293094357,-0.036734538053436364,69.6522270841767,1
10376.196876530306,-0.05826677189584897,38.258420503631775,0
11166.017029543862,-0.0481911074423397,96.01125128690443,1
5081.696020272186,-0.05992682590796114,-52.69983284467801,1
154.42162974086204,-0.0452791909711257,17.08006306548,1
9811.147366022185,-0.05492359698532129,79.07275181814357,0
1419.2378546551822,-0.030943989157873875,-15.246053297322916,1
12276.239817150898,-0.05280750378304509,-26.0119412132523,0
14157.338032908016,-0.05433360211203105,68.95953704515658,0
-1681.0150698334355,-0.03143276173116181,-47.269975008331144,0
12508.285946218326,-0.06940978767362241,-11.625534475931552,0
4520.106993785093,-0.041332501931733066,64.58054696509043,0
541.4304790093638,-0.06700661261688308,-55.56695745867242,0
-4999.6520167659,-0.03941881869446644,-47.867690241490706,1
11290.640725020221,-0.05892056251720599,-39.88195695193046,1
4277.809394794403,-0.04048776630294843,94.36466759094859,0
5422.419427409146,-0.0584013350763897,9.847268373260821,1
14097.437352142133,-0.037938800369463954,1.460269365509049,0
8920.770157461175,-0.05297492403415979,80.82828302086645,0
713.7498275025482,-0.053402484314307136,48.93692054713217,1
-1914.0997049764574,-0.04083781604242835,58.303035168426696,0
14725.816260339187,-0.041118748208111754,49.79540128850066,1
6749.950179594688,-0.0439485916461322,116.69518301584809,1
-2800.073027070953,-0.034478175945102496,-10.633885307605048,1
-4908.833334558658,-0.06060631396595792,30.12686477829991,1
6071.177498661906,-0.048108388786388026,43.13042784810604,1
-4356.544849015574,-0.030031013973743578,10.276283326483494,1
-1809.0255720769073,-0.061083291468878,69.3346578081487,0
1664.8135722077195,-0.04749024118342961,115.58895584368905,0
4306.688610369422,-0.04758639329023166,-12.950507875419646,1
9561.694528332167,-0.04117359412447064,3.7431404613195625,0
2539.9548396068794,-0.04300568611087787,59.92280403295322,0
11951.836851412354,-0.031207999884180077,-15.565083969724157,0
1805.0139775950424,-0.05550164019885498,39.76212579840135,1
755.2599162686784,-0.04617911841807717,31.27267473085622,1
-1134.0018590762547,-0.03892926928913208,78.31363659681008,0
-3149.306378569503,-0.04639344516820951,52.57615475092507,0
-2996.222122426524,-0.0612656064916743,71.19494255913439,1
-387.94909015880785,-0.062362267120719156,-55.145449026346654,0
5552.971131322662,-0.03024158394721008,21.41873451994489,0
10901.148271301548,-0.03675664056215028,28.54927640003817,0
-1760.6676532156398,-0.06414105246270244,71.45384057772779,1
10682.953363280452,-0.053160222363292126,33.674888723172344,0
4214.414969070513,-0.05319827182408115,90.34132279263933,1
2930.393690198052,-0.04294891987634475,-63.283093291094545,1
-2509.740364100121,-0.06076972035711124,45.60381942619951,1
3199.2258838716416,-0.041008024829428155,-27.506484319250355,1
14383.935512418238,-0.045988721279539006,104.08558424802527,1
-2456.3450765234766,-0.06015134490775286,20.575343907678366,0
6712.115191936729,-0.04347010924385971,-71.89497739080217,0
11470.32950783128,-0.039850081154888334,121.57905987427193,1
114.53688434853302,-0.04280548214360537,62.35741912945776,0
5060.682528974489,-0.06488247757274715,-23.042958122253168,1
14964.824725783239,-0.03214176068950554,74.42089520709135,1
8700.34160173069,-0.03440267997400395,-22.110572264879295,0
-2082.373804901965,-0.06466162484196405,22.661769140775178,0
14109.343030103973,-0.05054362690767121,84.02867373327132,0
11274.548815115068,-0.057550218890649325,4.536226519796884,1
-2622.581006205646,-0.04222099725031369,120.66209541494945,0
840.9878289801773,-0.040140706795531424,37.53854187062782,0
-1956.6329046531928,-0.03624380498366572,-30.59559643011778,0
672.1466221919954,-0.05265653562124534,32.10015025304705,0
11839.535740403888,-0.052040064283713286,20.504184939739623,1
-2746.5080017176288,-0.03357572841318429,-12.617233461815111,0
3406.048019184329,-0.03919823214568889,-12.97110407213242,1
-904.7941794249391,-0.04796419882114081,35.08756544912956,0
-2854.7171588608953,-0.03541818972564504,-57.28657529147385,1
13651.227846262353,-0.03226844898675611,107.71878720391629,1
12137.266273550089,-0.04014209552263197,84.65928928208282,1
1343.9670977010596,-0.06582907988799015,1.8333023183924055,0
-2311.390732679797,-0.037485982982959215,-65.38262196888529,1
14948.35180899829,-0.052356896833442954,123.0860018598857,0
8340.803233144969,-0.03189748109791537,38.3408764518558,1
8331.294968854329,-0.03453945813010179,-22.21971412150232,0
-1757.3629772395716,-0.032741023590398044,24.753394749313085,1
-4198.803638091462,-0.05856443788002112,-17.04357365797189,0
-2492.0356224020625,-0.03227857195233681,-35.36147235395,1
5637.897804840166,-0.067937096885961,59.30952458682124,0
13754.769160139194,-0.04873682535046573,53.13016315411272,1
11863.626701129782,-0.041073012690483704,-35.07764292206159,0
-4210.440980337438,-0.030833923007858022,37.10981956768096,0
10541.703740683002,-0.053099964387120925,1.677301440092016,1
-1293.2512721081248,-0.03575954065980101,90.85725234312739,0
-2883.3014270655967,-0.05104296709668772,49.89595240567812,0
13456.779667299188,-0.05692189294120115,31.886535251926684,0
3146.8525283544845,-0.06178721001821784,14.599341964792313,0
-3679.5670757571115,-0.034682649576499774,89.22854782142767,0
2737.034346400491,-0.05299777534747499,26.571594120855945,1
10719.142923783835,-0.030558762612179994,-41.95201098541037,0
12507.810453799968,-0.060440765232043156,101.64723278153423,0
-1484.7162074524904,-0.04782361049952226,67.89581397953228,1
9350.987259101074,-0.048111835423512474,124.02580642822691,1
7704.548566253405,-0.037470120425896564,-30.5946961744243,1
-3020.2336606774825,-0.042187198411082885,35.04378703246791,0
-1154.4444155666624,-0.06327927547256666,111.5447893065832,1
-4432.97626523285,-0.05543119466226856,-73.64127651902605,0
711.882440494689,-0.036653165348235664,-21.201967530507225,1
941.7262296056438,-0.05494722865356148,67.4242534585619,1
-630.4314179992489,-0.051714171373818146,-69.3477704914186,0
3242.1498545308914,-0.06764928387807821,-10.221609983547268,0
-2973.6544211349456,-0.03103747419089162,-71.97958552717355,1
7071.435704593278,-0.06685202282365615,0.37039380770414,1
10848.95926363964,-0.05920368125829804,94.42034574813971,0
4277.09224057945,-0.06413272892285352,-28.077554192312306,0
4011.4687771360336,-0.035134550493319934,-47.95311860296552,1
-1090.9802946810369,-0.049503123209234126,86.1554950567733,0
10715.669647604278,-0.04321804374974442,-41.78756154016274,0
7783.9563244947185,-0.037936307733593605,42.79537473355681,1
7119.419204177831,-0.03431287264196732,-66.32762824040685,0
-2884.527681813971,-0.036691402975237056,-11.213377950452298,1
6640.509546219661,-0.055501932206497455,-5.649577105555913,1
9575.681518168973,-0.059067557169272145,27.784571947200455,0
11088.866410318506,-0.030740081274470577,-66.27120506774182,0
4255.955425103209,-0.04742903685334617,-37.62801727330816,1
7024.128199019028,-0.04304233565952955,98.34671672542616,1
12726.572362919112,-0.03920408729773668,10.285626559921933,0
7550.553306946793,-0.047672909847577806,-67.91014201736986,0
-2822.0029778473063,-0.03503558617247631,4.583570169960538,1
3859.573208138587,-0.04767198880252559,-27.654120009281954,0
8770.849091248025,-0.04749602077982612,-64.94484102876443,0
9464.377935316945,-0.04821436487076784,31.681426690492074,0
14868.47564236189,-0.06175067269061156,-10.421699803672404,1
8602.191919768837,-0.059527222479429175,117.98933564739033,0
11341.625238151988,-0.058163311408495164,116.37360351400329,0
8781.71730491955,-0.05395111808039262,117.59100719675367,0
295.9785187334928,-0.03943841584107095,51.46823891291472,1
10543.804832287708,-0.05116793937359735,28.625094050164158,0
-4720.9127678106015,-0.03930848726704363,-59.72221744524579,1
2435.6249578984925,-0.05541247218146651,108.13435345232816,1
-1015.2739939164967,-0.033251902525713306,-52.20500167329682,0
9955.337232419053,-0.06416137342482169,99.48549043706933,0
8681.991470491315,-0.031654464022916676,-62.28051731758954,0
-25.33213385396357,-0.04830960238950309,-31.727482368515837,1
-1833.332794410654,-0.036140546509078775,64.97420057470644,0
465.04352222203306,-0.054458576043221005,80.98525510789793,1
6875.025903030376,-0.05281141189725203,83.31450891697978,0
-3629.6659751106836,-0.05535796410334257,16.862273441243868,0
11678.204356430806,-0.049074494581940416,113.1122229977564,1
-3457.1163159295356,-0.030026994176054814,122.95262392534283,0
11177.471662797994,-0.03498579010728265,98.18177542271404,1
-1977.4543948261862,-0.03283089169854113,60.12591421995375,0
6941.87962440656,-0.030445876250629292,-24.157999373040774,0
14860.217751936718,-0.030161896006559708,108.72125945995444,1
-35.08550231891695,-0.06964822719458968,10.269969514597399,0
13280.986781092906,-0.03837920304457492,-27.729934079414285,0
2083.7379090694917,-0.04999321915695834,3.938710751408369,1
13363.407381854957,-0.053054357643034185,-19.33732930549312,1
4240.232174376195,-0.045695647669734746,31.117078897523264,0
12230.958511659963,-0.05759952081818929,118.71671193417275,0
10354.818276722897,-0.057671172571724154,64.34322629795088,1
14950.412069836337,-0.03269950976817858,61.09247151807817,1
-1486.288922504522,-0.059651733976145635,0.806820806748231,0
7708.480821267365,-0.04931976830873876,3.6192797347931034,0
1186.1743530594795,-0.0640145005236757,74.21815409454115,1
241.02027324794471,-0.06595775277901503,-24.537911084334716,1
-2885.9021361380474,-0.03800229875077246,-24.521638831577896,1
-2118.3468446868737,-0.05890002934426887,110.37545886441976,1
7249.210806298432,-0.03722616669192608,107.49590820120343,1
12661.020151008033,-0.03977784335090841,4.940441308655984,0
